Date,Open,High,Low,Close,Adj Close,Volume
2021-12-27,4.369999885559082,4.46999979019165,4.119999885559082,4.190000057220459,4.190000057220459,356100
2021-12-28,4.179999828338623,4.210000038146973,4.070000171661377,4.099999904632568,4.099999904632568,189900
2021-12-29,4.070000171661377,4.119999885559082,4.010000228881836,4.079999923706055,4.079999923706055,223100
2021-12-30,4.039999961853027,4.210000038146973,4.025000095367432,4.059999942779541,4.059999942779541,344500
2021-12-31,4.0,4.150000095367432,3.9200000762939453,3.930000066757202,3.930000066757202,428100
2022-01-03,4.039999961853027,4.25,3.9600000381469727,4.25,4.25,252700
2022-01-04,4.230000019073486,4.329999923706055,4.039999961853027,4.090000152587891,4.090000152587891,168400
2022-01-05,4.050000190734863,4.25,4.010000228881836,4.039999961853027,4.039999961853027,150000
2022-01-06,4.059999942779541,4.139999866485596,3.940000057220459,4.079999923706055,4.079999923706055,117000
2022-01-07,4.059999942779541,4.150000095367432,4.034999847412109,4.119999885559082,4.119999885559082,69800
2022-01-10,4.090000152587891,4.090000152587891,3.880000114440918,3.9700000286102295,3.9700000286102295,209000
2022-01-11,4.0,4.300000190734863,3.890000104904175,4.190000057220459,4.190000057220459,279500
2022-01-12,4.199999809265137,4.564000129699707,4.159999847412109,4.340000152587891,4.340000152587891,327900
2022-01-13,4.519999980926514,4.519999980926514,4.019999980926514,4.050000190734863,4.050000190734863,191000
2022-01-14,4.099999904632568,4.159999847412109,4.0,4.130000114440918,4.130000114440918,96500
2022-01-18,4.050000190734863,4.099999904632568,3.9809999465942383,4.079999923706055,4.079999923706055,113800
2022-01-19,4.070000171661377,4.09499979019165,3.990000009536743,4.010000228881836,4.010000228881836,100900
2022-01-20,4.010000228881836,4.179999828338623,3.950000047683716,3.9800000190734863,3.9800000190734863,154800
2022-01-21,3.950000047683716,4.039999961853027,3.9000000953674316,3.9200000762939453,3.9200000762939453,237700
2022-01-24,3.430000066757202,3.490000009536743,2.2200000286102295,2.380000114440918,2.380000114440918,2175700
2022-01-25,2.1600000858306885,2.680000066757202,2.109999895095825,2.5799999237060547,2.5799999237060547,1010500
2022-01-26,2.6500000953674316,2.6500000953674316,2.390000104904175,2.4200000762939453,2.4200000762939453,511500
2022-01-27,2.559999942779541,2.565000057220459,2.2100000381469727,2.2300000190734863,2.2300000190734863,339600
2022-01-28,2.25,2.440000057220459,2.130000114440918,2.390000104904175,2.390000104904175,349200
2022-01-31,2.5,2.680000066757202,2.430000066757202,2.680000066757202,2.680000066757202,365600
2022-02-01,2.700000047683716,2.7100000381469727,2.559999942779541,2.6500000953674316,2.6500000953674316,201600
2022-02-02,2.700000047683716,2.700000047683716,2.5199999809265137,2.6500000953674316,2.6500000953674316,143700
2022-02-03,2.630000114440918,2.6600000858306885,2.509999990463257,2.5899999141693115,2.5899999141693115,183500
2022-02-04,2.5999999046325684,2.6600000858306885,2.559999942779541,2.640000104904175,2.640000104904175,124200
2022-02-07,2.690000057220459,2.880000114440918,2.6500000953674316,2.7300000190734863,2.7300000190734863,226500
2022-02-08,2.7899999618530273,2.7939999103546143,2.619999885559082,2.759999990463257,2.759999990463257,121300
2022-02-09,2.759999990463257,2.869999885559082,2.740000009536743,2.8299999237060547,2.8299999237060547,161100
2022-02-10,2.809999942779541,2.809999942779541,2.7200000286102295,2.809999942779541,2.809999942779541,132600
2022-02-11,2.799999952316284,2.890000104904175,2.703000068664551,2.7300000190734863,2.7300000190734863,144500
2022-02-14,2.7799999713897705,2.8299999237060547,2.619999885559082,2.6500000953674316,2.6500000953674316,80500
2022-02-15,2.700000047683716,2.8499999046325684,2.674999952316284,2.819999933242798,2.819999933242798,106000
2022-02-16,2.799999952316284,2.799999952316284,2.4800000190734863,2.5399999618530273,2.5399999618530273,328400
2022-02-17,2.5799999237060547,2.5799999237060547,2.4000000953674316,2.430000066757202,2.430000066757202,163600
2022-02-18,2.4000000953674316,2.4679999351501465,2.2100000381469727,2.359999895095825,2.359999895095825,198500
2022-02-22,2.359999895095825,2.3989999294281006,2.2200000286102295,2.259999990463257,2.259999990463257,171800
2022-02-23,2.259999990463257,2.3499999046325684,2.240000009536743,2.2699999809265137,2.2699999809265137,96800
2022-02-24,2.0999999046325684,2.259999990463257,2.069999933242798,2.259999990463257,2.259999990463257,291700
2022-02-25,2.259999990463257,2.299999952316284,2.190000057220459,2.2699999809265137,2.2699999809265137,95000
2022-02-28,2.259999990463257,2.2899999618530273,2.1700000762939453,2.1700000762939453,2.1700000762939453,113900
2022-03-01,2.1600000858306885,2.2899999618530273,2.0999999046325684,2.130000114440918,2.130000114440918,93500
2022-03-02,2.200000047683716,2.25,2.069999933242798,2.130000114440918,2.130000114440918,111400
2022-03-03,2.130000114440918,2.140000104904175,1.909999966621399,1.9900000095367432,1.9900000095367432,340900
2022-03-04,1.9900000095367432,2.0339999198913574,1.7999999523162842,1.8799999952316284,1.8799999952316284,270400
2022-03-07,1.8600000143051147,2.1500000953674316,1.8600000143051147,2.0199999809265137,2.0199999809265137,237500
2022-03-08,2.009999990463257,2.049999952316284,1.8700000047683716,1.9800000190734863,1.9800000190734863,130600
2022-03-09,2.009999990463257,2.0999999046325684,1.9500000476837158,2.009999990463257,2.009999990463257,64700
2022-03-10,2.009999990463257,2.0399999618530273,1.899999976158142,1.9900000095367432,1.9900000095367432,171000
2022-03-11,2.009999990463257,2.009999990463257,1.809999942779541,1.840000033378601,1.840000033378601,264400
2022-03-14,1.840000033378601,1.840000033378601,1.7100000381469727,1.7300000190734863,1.7300000190734863,174300
2022-03-15,1.7899999618530273,1.8300000429153442,1.600000023841858,1.7599999904632568,1.7599999904632568,208400
2022-03-16,1.7999999523162842,2.109999895095825,1.7799999713897705,2.069999933242798,2.069999933242798,287600
2022-03-17,2.0999999046325684,2.2260000705718994,2.0199999809265137,2.130000114440918,2.130000114440918,113400
2022-03-18,2.190000057220459,2.5299999713897705,2.1500000953674316,2.509999990463257,2.509999990463257,291200
2022-03-21,2.569999933242798,2.6600000858306885,2.299999952316284,2.4200000762939453,2.4200000762939453,196600
2022-03-22,2.4200000762939453,2.4600000381469727,2.309999942779541,2.4000000953674316,2.4000000953674316,108300
2022-03-23,2.359999895095825,2.640000104904175,2.3499999046325684,2.549999952316284,2.549999952316284,191900
2022-03-24,2.559999942779541,2.619999885559082,2.450000047683716,2.5799999237060547,2.5799999237060547,95500
2022-03-25,2.5899999141693115,2.640000104904175,2.5,2.559999942779541,2.559999942779541,67100
2022-03-28,2.609999895095825,2.7699999809265137,2.559999942779541,2.690000057220459,2.690000057220459,113800
2022-03-29,2.7300000190734863,2.9700000286102295,2.609999895095825,2.9100000858306885,2.9100000858306885,265600
2022-03-30,2.869999885559082,2.990000009536743,2.809999942779541,2.8399999141693115,2.8399999141693115,145700
2022-03-31,2.809999942779541,2.819999933242798,2.5999999046325684,2.700000047683716,2.700000047683716,149000
2022-04-01,2.6600000858306885,2.7899999618530273,2.6600000858306885,2.680000066757202,2.680000066757202,170400
2022-04-04,2.7200000286102295,2.8940000534057617,2.690000057220459,2.7699999809265137,2.7699999809265137,66000
2022-04-05,2.819999933242798,2.881999969482422,2.7300000190734863,2.819999933242798,2.819999933242798,98100
2022-04-06,2.799999952316284,2.8399999141693115,2.619999885559082,2.7100000381469727,2.7100000381469727,96000
2022-04-07,2.6700000762939453,2.9000000953674316,2.630000114440918,2.8499999046325684,2.8499999046325684,148400
2022-04-08,2.9000000953674316,3.069999933242798,2.8499999046325684,2.9000000953674316,2.9000000953674316,331100
2022-04-11,2.9000000953674316,2.990000009536743,2.6500000953674316,2.7100000381469727,2.7100000381469727,131300
2022-04-12,2.700000047683716,2.740000009536743,2.5199999809265137,2.559999942779541,2.559999942779541,135100
2022-04-13,2.5899999141693115,2.619999885559082,2.559999942779541,2.5799999237060547,2.5799999237060547,72300
2022-04-14,2.5999999046325684,2.680000066757202,2.549999952316284,2.549999952316284,2.549999952316284,125300
2022-04-18,2.5299999713897705,2.9000000953674316,2.390000104904175,2.890000104904175,2.890000104904175,1639600
2022-04-19,2.930000066757202,2.930000066757202,2.7799999713897705,2.880000114440918,2.880000114440918,303300
2022-04-20,2.940000057220459,3.25,2.9100000858306885,3.0999999046325684,3.0999999046325684,311900
2022-04-21,3.180000066757202,3.7200000286102295,3.130000114440918,3.4600000381469727,3.4600000381469727,1076600
2022-04-22,3.4200000762939453,3.5,2.9700000286102295,3.059999942779541,3.059999942779541,476300
2022-04-25,3.009999990463257,3.140000104904175,2.7200000286102295,2.819999933242798,2.819999933242798,407200
